"cell_majortype","cell_subtype","coord.1","coord.2","coord.3","coord.4","coord.5"
"OPC","OPC",-0.283453243402735,0.395288499018169,0.351670382953532,-0.596983883826721,0.000415886816449145
"OPC","OPC",-0.279722658894136,0.463192663284025,0.304479843444737,-0.431531301490182,-0.116994467432428
"PPR","PPR",-0.0858830617618627,0.170274425087057,0.189000226501949,-0.672521851506439,-0.0439225222297387
"OPC","OPC",-0.344293789377734,0.777069275572019,0.182745919640394,-0.143034474149395,-0.103989411015899
"PPR","PPR",-0.0676851418082836,0.188075280008639,0.346635270783444,-0.733789102251162,-0.0364908254302195
"PPR","PPR",-0.0950176725410753,0.149269707348647,0.306626705388272,-1.08434322651967,-0.055567164808805
"PPR","PPR",-0.0821954935288976,0.142349281073816,0.279178745964286,-0.95061345039962,-0.0959587573292279
"OPC","OPC",-0.328184096544727,0.295538428280498,0.273927472960376,-0.585926671151202,-0.0266640548034966
"OPC","OPC",-0.327043304298078,0.619179230675059,0.120684799240243,-0.4726777656692,0.100267658591172
"OPC","OPC",-0.294975856708766,0.41195589500989,0.415113779051621,-0.53062330050139,-0.0609845842366395
"OPC","OPC",-0.32110516035857,0.440069153841387,0.206662084661879,-0.492438478470484,0.0913794573273287
"MOL","MOL3",-2.76224450637784,-0.333270862656342,-0.516998001347639,0.296710670985507,0.390756583159453
"MOL","MOL6",-1.90814547189308,0.212282399632242,-0.470202312818359,-0.204855109033465,0.0152243731163893
"OPC","OPC",-0.354145651270176,0.50358806658699,0.0987524880920228,-0.279440359589151,0.0286353525769986
"MOL","MOL6",-2.5492417325183,0.854849872088582,-0.616069869089992,0.74500767283957,0.175965134215094
"MFO","MFOL2",-0.72342837433143,0.871452186923661,0.612545026981541,-0.598267077492647,-0.856778778900126
"MOL","MOL5",-0.872163933034926,0.871434252349934,-0.347676127313068,-0.330806863263277,-0.0869901691828793
"NFO","NFOL2",-2.26004146591215,0.949944074311007,1.49436729808603,0.101554235472691,0.34293345291461
"MFO","MFOL2",-3.56896633001968,-0.461650884619088,1.12830881907267,0.20752371552191,-0.199328522322122
"MFO","MFOL2",-1.73882014472562,0.408484265165143,0.346127439205981,-0.596037481074493,-0.0696093771754559
"MFO","MFOL2",-1.91195615407054,1.98989734132959,0.114299091502009,-0.161839137912956,-2.15226309356347
"OPC","OPC",-0.311262472538443,0.378857409408597,0.0989040980828126,-0.504359533665664,0.114378969771345
"MOL","MOL1",-2.20949020641032,0.365144761322985,-0.514178131729847,-0.0328278592382105,-0.392542233658448
"OPC","OPC",-0.242232091062846,0.451964696571266,0.407239296620774,-0.764838017039173,0.0519185682952482
"NFO","NFOL1",-1.79788069526417,3.01190401159702,-0.408230736753774,0.387526870335051,-1.67421320119066
"MFO","MFOL2",-2.50330132334877,0.148265072645717,0.473733604566038,0.20692123165649,-0.390318199888342
"PPR","PPR",-0.0800545534805156,0.146727701659512,0.319036195938844,-0.901853683203061,-0.168189991896964
"OPC","OPC",-0.216818139968966,0.326507219449413,0.240575891393724,-0.525532750172202,0.0924019657915059
"PPR","PPR",-0.10697816745841,0.199902779777313,0.275007209448145,-0.923970766978644,-0.251644327772718
"MFO","MFOL2",-2.26013279654207,0.436034335243341,0.13796686356618,0.72865601140348,0.0637742189766268
"OPC","OPC",-0.448536921774004,0.925622059967823,0.13094577479672,-0.25779356061532,0.0959937819913621
"COP","COP",-0.333789896363672,0.709378731286907,0.131683818352414,-0.116745327615417,0.0741886500653189
"MFO","MFOL1",-3.06349170794004,1.57247275475946,-0.0147540335277429,0.311854161141328,-2.01702573647716
"MFO","MFOL2",-1.00541935018956,1.21694707078865,0.273287278430516,-0.736214773718511,-1.55562245496713
"OPC","OPC",-0.297336092487514,0.457437644968738,0.0800427042138775,-0.192029813969238,0.0417263757501919
"MFO","MFOL1",-2.92874979198611,-0.366165921600009,0.480441688075486,0.0615481380638438,-0.382739641860857
"PPR","PPR",-0.0786830700762487,0.142742683920769,0.261079892475074,-0.889172025255447,-0.0684770438671247
"OPC","OPC",-0.605311902256414,1.16353704275241,-0.16122964583545,0.11365091062662,0.156326542576911
"OPC","OPC",-0.356275781456289,0.701583520882995,-0.022603195131795,-0.105530138145704,0.0206506803938488
"OPC","OPC",-0.368577087707159,0.571208005701254,0.00554180189183155,-0.320908360489363,0.00278197787441652
"OPC","OPC",-0.482577534035269,0.80743459057439,0.0703799818503885,-0.238207543417656,0.175986314346907
"OPC","OPC",-0.633921027966971,1.17635026854924,0.00429762753145926,-0.217768956795038,0.41569733474666
"COP","COP",-1.3525935748468,2.66295635468399,-0.238057170731603,0.61501772185339,0.779797360827599
"OPC","OPC",-0.706465817790099,1.30210820983269,-0.0996809215169971,-0.0135406067602007,0.103889710868481
"OPC","OPC",-0.430333461161644,0.491658479781353,0.221044713860327,-0.481184144786572,0.106309386497561
"OPC","OPC",-0.400904178907077,0.628570799119462,0.171357895574828,-0.534405017553697,0.200768655604306
"OPC","OPC",-0.409507651677756,0.629446592396683,0.3107073788812,-0.323026218385371,-0.13220824852087
"OPC","OPC",-0.410754674256554,0.68983398495624,0.301712985184773,-0.468299212476458,0.0918095994477784
"OPC","OPC",-0.544968643536563,1.02187922512265,-0.00416116463133052,-0.11022418882039,0.0160184789068687
"OPC","OPC",-0.667452669605187,1.2893892395932,-0.100525856019124,0.104707042762211,0.203496527023897
"OPC","OPC",-0.328327387194768,0.495039149620391,0.169700618369911,-0.572995276826787,0.179564105656854
"OPC","OPC",-0.866417314871177,1.69321069645539,-0.26589866158385,0.181251662190467,0.537254014894565
"COP","COP",-0.63333032673198,1.19183480543787,-0.0175443515147554,-0.171992226958598,0.155517192564555
"OPC","OPC",-0.670459492201446,1.38929752480868,-0.247029182464682,0.160721933612541,0.138856991994657
"COP","COP",-0.603818712735861,1.18454679150145,0.0264508325640738,-0.0990511621602004,0.340465255110243
"OPC","OPC",-0.435304721339651,0.727437392799356,0.2079393832241,-0.441479609686158,0.243192722248624
"OPC","OPC",-0.315306299019676,0.498892582390783,0.263551918909339,-0.800019254727614,0.0739382231917036
"OPC","OPC",-0.385688665143764,0.533021439498608,0.263677833141212,-0.319381615714692,-0.0911584057157174
"OPC","OPC",-0.398010328272852,0.504101966254385,0.168172889569102,-0.406639663053768,0.10817630966339
"OPC","OPC",-0.300292580937471,0.515636039008352,0.113296502024512,-0.39580474269372,0.115414598367381
"OPC","OPC",-0.521120464260374,1.0309673776279,-0.0296402197544912,0.104525184533092,0.0194523941938087
"COP","COP",-0.67645479521702,1.43475064806847,-0.0649181073449239,0.080633396176733,0.225275932479416
"OPC","OPC",-0.298011033023529,0.486334106293298,0.115228844378436,-0.157444895787856,0.0140023300593279
"OPC","OPC",-0.387632268840508,0.454496802963476,0.31200716974469,-0.550774014606238,0.0916173762556454
"OPC","OPC",-0.568225479799818,1.05126560371804,-0.139796039529429,-0.103136032540646,0.261596155978654
"OPC","OPC",-0.662418918099226,1.30973901039725,-0.0542015307680533,-0.0747689993257024,0.252142438906437
"OPC","OPC",-0.319483727459569,0.568494297776056,0.20641318166349,-0.534622564960508,0.205964622123234
"OPC","OPC",-0.569631414814448,1.22255941063307,-0.205280922608597,0.153576700900639,0.169958952582919
"OPC","OPC",-0.427956793079662,0.787591052163728,0.105701356062354,-0.164156818686146,-0.0769814788123914
"OPC","OPC",-0.339789521504422,0.536268371087817,0.185214842102081,-0.567133768703026,0.158123560941979
"MOL","MOL4",-3.25227649721137,0.134416240384565,-0.531508975270236,0.859672735149732,0.29182059906748
"MOL","MOL1",-1.56928659548841,0.161555293507093,-0.191638439464788,-0.0912915757401632,-0.194446691183494
"MOL","MOL6",-2.19933753345524,0.890363247242639,-0.673536911215919,0.552936350778954,0.220063842362067
"MOL","MOL4",-2.54528728799666,0.470945849844226,-0.706205347476289,0.346961099052592,0.256414075149232
"MOL","MOL5",-2.36756436379458,0.95663728139837,-0.693350956190183,0.996666045609798,0.393094230857492
"MOL","MOL1",-1.89320720118805,0.66802968390402,-0.689473272694903,-0.124513215179026,0.25284943786209
"MOL","MOL1",-1.47645801381895,1.31130117532029,-0.66911633964057,0.379147958525032,-0.220877559744785
"MOL","MOL4",-3.39009200458215,0.0964717311366344,-0.69793233216722,0.937787183708259,0.287650031008822
"MOL","MOL6",-3.29849922994609,-0.00302443528009912,-0.657311101890114,0.920367076568732,0.26591445412556
"MOL","MOL5",-1.266527855981,0.807371788829804,-0.0501553621179529,0.171734533293474,-0.625624421473278
"MOL","MOL5",-3.06124167308145,0.570405808927274,-0.774187363140507,1.13560455423876,0.486519419030153
"MOL","MOL6",-1.97583540460883,0.956834522396765,-0.58010160775393,0.636656268422239,0.190432916059339
"MOL","MOL5",-1.52503143559494,0.952911335501928,-0.590706582303796,0.201522377786786,0.0832219458175798
"MOL","MOL5",-1.89131282715315,1.18157883108791,-0.166415028444358,-0.034755516518843,-1.22806625302233
"MOL","MOL5",-2.68339807340014,0.0157331554273402,-0.393447158429574,0.773903441042853,0.21556511085739
"MOL","MOL3",-3.08455206414339,0.151350925891448,-0.752529259567318,0.334180629276981,0.120175435927782
"MOL","MOL6",-2.4835950204348,0.752959539585687,-0.417583532814055,0.738184013679829,0.257760562733786
"MOL","MOL1",-1.55560154123942,1.3895682130746,-0.596164287454658,0.431571451306405,-0.565236382827475
"MOL","MOL1",-2.45916816647258,0.6689013735638,-0.776942888687677,0.432577539151896,0.110172214353347
"MOL","MOL4",-1.27586217692004,1.02831529636072,-0.446852622892173,0.129942274680504,-0.225536203545518
"MOL","MOL1",-0.852031020475503,1.05053841270649,-0.364584212150596,-0.101165697996316,-0.675284054722905
"MOL","MOL1",-1.83567577511723,1.04159006792995,-0.671815513346555,0.0983284124906614,-0.744792628223511
"MOL","MOL4",-2.52934071423444,0.856511289556326,-0.699514263515032,0.762723584476208,0.0314494039194741
"MOL","MOL5",-2.75503404444381,1.28585031203499,-0.681446269784334,1.41846744203186,0.338170037497765
"OPC","OPC",-0.397523254798754,0.540518628313748,0.190484471517986,-0.45540232001982,0.0387989830418835
"MOL","MOL3",-3.17299845084368,0.0758601417533167,-0.729059801642187,0.519029483489015,0.277114307636269
"MOL","MOL6",-3.00984770939636,1.45701162010999,-0.920376224082327,1.40749530511249,-0.255389057130049
"MOL","MOL6",-3.71994929624058,0.246666497286565,-0.626970956598516,1.35876147852055,0.285540956875554
"MOL","MOL5",-1.5218932471544,0.828129582169118,-0.440983476229167,0.339275448411096,-0.00451269702955263
"MOL","MOL2",-3.38649383055684,0.133717299984337,-0.817415674184931,0.525597213702521,0.319278278179298
"MOL","MOL3",-1.24655630691206,0.779657246398438,-0.445423314586015,-0.196769858087552,-0.196233620140618
"MOL","MOL1",-3.71682294517865,0.0932757029579517,-0.829841265169253,0.829038766383504,0.100815256467969
"MOL","MOL6",-1.37146500226696,1.10163625658872,-0.547239963449762,-0.232962111448273,-0.230531439340395
"MOL","MOL5",-1.62946774100621,1.14992862339266,-0.456048440951445,0.105972555571366,-0.831715856796512
"MOL","MOL5",-1.34114885135785,1.61144612354417,-0.505201689138593,0.000843942792981948,-1.18559835888837
"MOL","MOL5",-1.72279354899432,1.26510266940268,-0.572270769941588,0.376330898623435,-0.71763705510983
"MOL","MOL1",-2.30314414175646,0.948048038833573,-0.35989022908595,0.301160398610214,-0.884001282668791
"MOL","MOL5",-1.89597172808142,0.60605548790506,-0.407838443934824,0.501267823746647,-0.319911581656681
"MOL","MOL5",-2.54210822192852,0.110151381122219,-0.29250266532749,0.534615100187777,-0.0977376990215894
"MOL","MOL6",-2.39970688428033,0.879042604809126,-0.67339730786432,1.02339088033291,0.198859040096113
"MOL","MOL6",-2.92047274301723,0.697356239446618,-0.797142158299796,1.03451018856613,0.238287174559983
"MOL","MOL3",-2.26163843016334,0.481701878219348,-0.653346742965537,0.127696709119242,0.110631457243809
"MOL","MOL1",-2.54531055978484,0.626648724946263,-0.428379285900562,0.263629015376837,-0.131975279339653
"MFO","MFOL2",-1.85236840055341,0.257039612902616,-0.0452679120040295,0.393109463717906,-0.159740075129932
"MFO","MFOL1",-2.16430803847519,1.13756537342683,0.137136643018094,0.0309873449351676,-1.33329233565673
"OPC","OPC",-0.589831800407064,0.805981193930648,0.038258021242792,-0.242336607606982,0.185976104665964
"MFO","MFOL1",-2.75946376210903,0.152864478317493,0.134700465779979,0.556799041213516,-0.700115482367703
"MFO","MFOL2",-0.394695225001311,0.611864404058596,0.295439778774055,-0.407819933611961,-0.0911336923954761
"MFO","MFOL1",-3.51828497226538,0.176414407807659,0.0403699108734783,0.460899119969828,-1.20780042078437
"MFO","MFOL1",-0.824564196123365,0.941430093475703,0.328727500836867,-0.333702224936444,-0.259777027740976
"MFO","MFOL1",-2.24365550226471,0.870524370163065,0.685792774221295,0.0552167902507153,-1.09057966719272
"MFO","MFOL2",-0.606601234722855,1.01041137544236,-0.0676061351182265,-0.170942166181913,-0.298212989388965
"MOL","MOL3",-4.00688124824357,-0.949283499840917,-0.399203712439927,0.183483665342524,0.313829794256032
"OPC","OPC",-0.795538184027465,1.12039165147632,-0.0594234581796996,-0.125055315380145,0.286362354137695
"OPC","OPC",-0.501024378647461,0.695808834230187,0.182598252348803,-0.503993238735867,0.314907195663679
"NFO","NFOL1",-1.64943028304537,2.68133926468057,-0.372186858219251,0.978651842783551,0.218123664747243
"MOL","MOL1",-3.4446705425472,0.617581531481933,-0.659994611183701,0.851422467192883,-0.603159761010918
"MFO","MFOL2",-0.974661064315745,0.840178521719473,-0.216631396921501,0.276998718892225,0.0499651700947416
"MFO","MFOL2",-2.87119758416546,0.647226239576186,-0.167986208840813,0.979000341924636,-0.188439456814023
"NFO","NFOL1",-1.40236842186988,2.32252161628327,-0.428888962571965,0.856606394123962,0.366879769696229
"MFO","MFOL2",-3.05862720713207,-0.0774266300527785,-0.150972862018617,0.0259173175811733,-0.0312578899049407
"MFO","MFOL2",-1.4091459862965,0.960289622055509,-0.0891858675996255,-0.277996185744606,-0.284013860160292
"MOL","MOL1",-3.44212792199286,-0.218449531076218,-0.246160969694294,0.38651824823383,-0.0148381540906626
"MFO","MFOL2",-2.18750644371106,0.513295382258153,0.00788110379984915,0.625091856899936,-0.479256340898059
"MFO","MFOL1",-2.13163518840783,0.498489890222801,-0.0437040182806311,0.0556435083391721,-0.266330228687878
"MFO","MFOL2",-1.98433998694903,0.607405406461719,-0.240244386143054,0.698922121005052,-0.227717010263592
"MFO","MFOL1",-3.30172860828711,1.25813696267785,-0.191147279620393,0.63384113034068,-1.29342889559568
"MFO","MFOL2",-0.611862112461672,0.678567426142629,0.15975438504225,-0.255864918896369,-0.33318881012177
"MFO","MFOL1",-3.72665835737051,-0.661232640484579,0.73045921847814,0.28242976917745,-0.274216393774042
"MFO","MFOL2",-0.479179166002388,0.608865253887817,0.064182115004832,-0.393505917107954,-0.14694765633637
"MFO","MFOL2",-1.98611082922491,1.26465639967839,-0.429826604733823,0.218789326072131,-1.02866445150202
"MOL","MOL2",-3.09067573706806,0.0541822723716042,-0.545465591782907,0.283516507578758,0.0973758367795025
"MFO","MFOL1",-0.965688517409792,1.37873585762218,-0.271818192957376,0.207264434104267,-0.327486199606878
"MFO","MFOL2",-0.943135927186869,1.09338448295045,-0.0389430441595234,0.219259509483508,-0.229228792009426
"MFO","MFOL2",-2.23795340088323,0.742724767200247,-0.113522747154837,0.0344938450835161,-1.05545685130813
"NFO","NFOL2",-1.43629347726863,2.04176857677711,0.547811547883172,0.0360421809470624,-0.706349252197309
"PPR","PPR",-0.0928064905067717,0.168196840742479,0.317304384067298,-1.07101552066644,-0.0439820842315676
"MOL","MOL5",-2.03990879662393,0.800888100586187,-0.509609870720981,0.395116327889722,-0.325982310560506
"MOL","MOL4",-3.21714372462919,0.0993235820902153,-0.82963234170154,0.393407565751408,0.517739180223386
"MOL","MOL5",-1.72317052336647,0.6729869790573,-0.534716601458757,0.0337088810102972,-0.0981664321225707
"MOL","MOL4",-3.27157699695177,0.333877133746343,-0.825635244475633,0.790676504824371,0.308958704054431
"MOL","MOL5",-2.44752016136046,-0.0175326335979911,-0.430597545995312,0.52415841233035,0.0654330726972771
"MOL","MOL5",-3.16591642100958,0.0681108967764259,-0.45739365157217,0.659675922609667,0.0528341175692032
"PPR","PPR",-0.0643155740146884,0.0957721589633303,0.17765407890782,-0.706749569489485,-0.0531142986701958
"MOL","MOL5",-2.66969099136395,1.16479181031553,-0.781220857456268,0.795319829736991,-0.387023601623364
"MOL","MOL6",-2.98798573211616,0.677372872682098,-0.803845143060094,1.03487794551831,0.234063020247169
"MOL","MOL5",-3.15934012798809,0.747873168324839,-0.814775029344785,1.14416619360625,0.147832464673164
"MOL","MOL4",-3.1283710788095,0.0335161467083134,-0.679091620570852,0.865461080969068,0.323212933849604
"MOL","MOL6",-2.71186999193046,1.08963337981902,-0.813109506190393,1.18542994746754,0.198388259538396
"MOL","MOL5",-1.06445285956082,0.632440268532768,-0.225849662232096,-0.00821607776478724,-0.17149151857043
"OPC","OPC",-0.520609687606135,1.03904099588382,0.00384835288876264,-0.130389722265419,0.0436312117235962
"MOL","MOL6",-2.10716323571804,1.50248024904085,-0.771775755486311,0.840003488847218,-0.31387248979309
"MOL","MOL4",-3.03069365225041,0.0579528015383014,-0.727042061331676,0.315856277098696,0.10475272047545
"MOL","MOL5",-2.39264259025345,0.541715979979151,-0.608050132086159,0.615820804068224,0.172049300484511
"MOL","MOL6",-2.36687030537801,0.546489656950354,-0.640215450423329,0.709319325992147,0.276655898446871
"MOL","MOL5",-2.63041530732297,0.931580218438962,-0.74514913350117,0.817052911477154,0.0418418864421904
"MOL","MOL5",-2.40852642011959,0.353249007589414,-0.606957176848703,0.483461144635046,0.145953072288802
"MOL","MOL5",-3.44108318952169,-0.111956666433964,-0.520327041359672,0.755929659939502,-0.0567907699390095
"MOL","MOL5",-1.64528114675061,1.09950599137131,-0.553120590112662,0.0991781321297364,-1.08064403569451
"OPC","OPC",-0.402275538788057,0.753377953039465,-0.0513381399059287,-0.0142562399968969,0.136230113638013
"MOL","MOL6",-2.76888385761513,0.769056600719735,-0.662311565081381,1.00799852182425,0.067648974283294
"MOL","MOL6",-3.55182991316761,0.755855610594787,-0.966867280893115,1.24904755197621,0.389405850354875
"PPR","PPR",-0.0631301954327668,0.116286882396273,0.244255091030987,-0.685127410430495,-0.126585867664058
"MOL","MOL5",-0.83894411576375,0.52365998896641,-0.0682874328138196,-0.654631912102597,-1.01447580017903
"MOL","MOL5",-2.00801364236158,1.22419851634996,-0.591909699953253,0.484391072220415,-0.767368160818947
"MOL","MOL5",-2.53066705955461,1.14417245041148,-0.53488697313516,0.893503248359076,-0.731561982666626
"MOL","MOL5",-2.33689861434137,1.6850667275449,-0.869238878076522,0.670330390387821,-1.09124560793276
"MOL","MOL5",-3.16665046340847,-0.150045553599091,-0.532949866635353,1.03503886487744,0.391633978702179
"MOL","MOL5",-2.80065145863188,0.60156942616998,-0.720844495960154,0.658311896742857,0.107490215765506
"MOL","MOL5",-2.1270151154423,0.64439921829139,-0.578388918275497,0.506981504552955,-0.284961392255351
"OPC","OPC",-0.694094754405121,1.29273109951377,-0.219794033570003,0.15988530779878,0.386234850826074
"OPC","OPC",-0.374651896813262,0.520819187806092,0.103223193607952,-0.317848846650249,0.156949337116808
"OPC","OPC",-0.527231361830007,1.12112465566645,-0.175844758297121,0.000395010528514774,0.228624110792781
"OPC","OPC",-0.363084960715357,0.493899206944006,0.0889229677806451,-0.287674648086221,0.065213096397825
"COP","COP",-0.3781951956859,0.717495364783571,0.0470243997319316,-0.250632774700711,0.221693541448051
"OPC","OPC",-0.434565313846344,0.905359872509079,-0.0705832188084151,-0.143605432852656,0.149890609419124
"OPC","OPC",-0.566157912925144,1.26729091478123,-0.237288901163887,0.298266040194565,0.0166506337004845
